//id|editableType|itemCategory|actionType|hitsoundType|name|textureName|textureHash|itemKind|val1|textureX|textureY|spreadType|isStripeyWallpaper|collisionType|breakHits|dropChance|clothingType|rarity|maxAmount|extraFile|extraFileHash|audioVolume|petName|petPrefix|petSuffix|petAbility|seedBase|seedOverlay|treeBase|treeLeaves|seedColor|seedOverlayColor|unkval1|growTime|val2|isRayman|extraOptions|texture2|extraOptions2|punchOptions

version|14
item_count|11870


7012|20|0|17|1|Encapsulated Galaxy|tiles_page12.rttex|-1715278529|43|-1|0|2|1|0|0|36|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7013|4|0|19|1|Encapsulated Galaxy Seed|tiles_page12.rttex|-1715278529|0|-1|0|2|1|0|0|120|2|0|999|200||0|400|||||2|4|2|4|-1224867841|1258492415|0|3600|0|0||||
7014|20|0|37|0|Cosmic 5-Spice Star|tiles_page12.rttex|-1715278529|0|350|1|2|1|0|0|36|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7015|4|0|19|0|Cosmic 5-Spice Star Seed|tiles_page12.rttex|-1715278529|0|-1|1|2|1|0|0|120|2|0|999|200||0|400|||||3|6|3|6|12451071|-1893231873|0|3600|0|0||||
7016|20|0|37|1|Energy Capsule|tiles_page12.rttex|-1715278529|0|-1|3|2|1|0|0|36|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7017|4|0|19|1|Energy Capsule Seed|tiles_page12.rttex|-1715278529|0|-1|3|2|1|0|0|120|2|0|999|200||0|400|||||4|8|4|0|1118030847|-1133379329|0|3600|0|0||||
7018|21|0|60|3|Starship Turbo Fan|tiles_page12.rttex|-1715278529|4|-1|6|3|1|0|0|36|5|0|999|200||0|50|||||0|0|0|0|-1|-1|0|0|0|0||||
7019|4|0|19|3|Starship Turbo Fan Seed|tiles_page12.rttex|-1715278529|0|-1|6|3|1|0|0|120|2|0|999|200||0|400|||||5|10|5|2|1751997439|1204673535|0|3600|0|0||||
7020|20|128|20|0|Cupcake Apron|player_shirt4.rttex|-931115318|0|-1|3|2|1|0|1|0|0|1|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7021|4|0|19|0|Cupcake Apron Seed|player_shirt4.rttex|-931115318|0|-1|3|2|1|0|0|120|2|1|999|200||0|400|||||6|12|6|4|-842143233|-709134849|0|3600|0|0||||
7022|20|0|20|1|Mengu Koi Samurai Facial Armor|player_faceitem7.rttex|-1020247987|23|-1|5|2|1|0|1|0|0|4|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7023|4|0|19|1|Mengu Koi Samurai Facial Armor Seed|player_faceitem7.rttex|-1020247987|0|-1|5|2|1|0|0|120|2|4|999|200||0|400|||||7|14|7|6|440724735|1179010815|0|3600|0|0||||
7024|20|0|20|1|Geta|player_feet8.rttex|-1610337582|0|-1|0|2|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7025|4|0|19|1|Geta Seed|player_feet8.rttex|-1610337582|0|-1|0|2|1|0|0|120|2|3|999|200||0|400|||||8|0|0|0|827025663|1715341567|0|3600|0|0||||
7026|20|0|20|1|Pink Kimono|player_shirt4.rttex|-931115318|8|-1|7|1|1|0|1|0|0|1|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7027|4|0|19|1|Pink Kimono Seed|player_shirt4.rttex|-931115318|0|-1|7|1|1|0|0|120|2|1|999|200||0|400|||||9|2|1|2|-7732993|-1922838785|0|3600|0|0||||
7028|20|0|20|1|Blue Kimono|player_shirt4.rttex|-931115318|8|-1|0|2|1|0|1|0|0|1|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7029|4|0|19|1|Blue Kimono Seed|player_shirt4.rttex|-931115318|0|-1|0|2|1|0|0|120|2|1|999|200||0|400|||||10|4|2|4|1390346239|-490711041|0|3600|0|0||||
7030|20|0|20|1|Orange Kimono|player_shirt4.rttex|-931115318|8|-1|1|2|1|0|1|0|0|1|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7031|4|0|19|1|Orange Kimono Seed|player_shirt4.rttex|-931115318|0|-1|1|2|1|0|0|120|2|1|999|200||0|400|||||11|6|3|6|-1197473793|244773631|0|3600|0|0||||
7032|20|0|20|1|Ornamental Hair Fan & Chopsticks|player_hair4.rttex|-23258595|0|-1|6|3|1|0|1|0|0|7|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7033|4|0|19|1|Ornamental Hair Fan & Chopsticks Seed|player_hair4.rttex|-23258595|0|-1|6|3|1|0|0|120|2|7|999|200||0|400|||||12|8|4|0|-1013058305|1683182591|0|3600|0|0||||
7034|20|0|20|1|Oil-paper Umbrella|player_handitem6.rttex|967578795|0|-1|3|5|1|0|1|0|0|5|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7035|4|0|19|1|Oil-paper Umbrella Seed|player_handitem6.rttex|967578795|0|-1|3|5|1|0|0|120|2|5|999|200||0|400|||||13|10|5|2|440724735|-705232897|0|3600|0|0||||
7036|20|0|20|1|Geisha Makeup|player_faceitem7.rttex|-1020247987|23|-1|7|1|1|0|1|0|0|4|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7037|4|0|19|1|Geisha Makeup Seed|player_faceitem7.rttex|-1020247987|0|-1|7|1|1|0|0|120|2|4|999|200||0|400|||||14|12|6|4|-471274497|554888191|0|3600|0|0||||
7038|20|0|20|1|Panda Mask|player_hair4.rttex|-23258595|0|-1|7|3|1|0|1|0|0|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7039|4|0|19|1|Panda Mask Seed|player_hair4.rttex|-23258595|0|-1|7|3|1|0|0|120|2|0|999|200||0|400|||||15|14|7|6|-454761217|623191551|0|3600|0|0||||
7040|20|0|20|2|Panda Suit|player_shirt4.rttex|-931115318|0|-1|2|2|1|0|1|0|0|1|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7041|4|0|19|2|Panda Suit Seed|player_shirt4.rttex|-931115318|0|-1|2|2|1|0|0|120|2|1|999|200||0|400|||||0|0|0|0|623191551|-454761217|0|3600|0|0||||
7042|20|32|20|1|Master Sensei's White Eyebrows|player_faceitem7.rttex|-1020247987|0|-1|4|2|1|0|1|0|0|4|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7043|4|0|19|1|Master Sensei's White Eyebrows Seed|player_faceitem7.rttex|-1020247987|0|-1|4|2|1|0|0|120|2|4|999|200||0|400|||||1|2|1|2|-673720321|-1|0|3600|0|0||||
7044|20|0|20|1|Jade Crescent Axe|player_handitem6.rttex|967578795|0|-1|6|1|1|0|1|0|0|5|999|200|game/player_handitem6.rttex|967578795|200|||||0|0|0|0|-1|-1|0|0|1|0|||||
7045|4|0|19|1|Jade Crescent Axe Seed|player_handitem6.rttex|967578795|0|-1|6|1|1|0|0|120|2|5|999|200||0|400|||||2|4|2|4|1079408639|-621923329|0|3600|0|0||||
7046|0|0|17|0|Cherry Blossom Tree|tiles_page12.rttex|-1715278529|0|-1|8|2|1|0|0|36|8|0|28|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7047|0|0|19|0|Cherry Blossom Tree Seed|tiles_page12.rttex|-1715278529|0|-1|8|2|1|0|0|120|2|0|28|200||0|400|||||3|6|3|6|843142143|-2006517505|0|22792|0|0||||
7048|0|0|6|0|Jade Spikes|tiles_page12.rttex|-1715278529|0|-1|9|2|4|0|1|36|8|0|20|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7049|0|0|19|0|Jade Spikes Seed|tiles_page12.rttex|-1715278529|0|-1|9|2|4|0|0|120|2|0|20|200||0|400|||||4|8|4|0|1634606591|-891661313|0|8600|0|0||||
7050|20|0|37|0|Coconut|tiles_page12.rttex|-1715278529|0|-1|14|2|1|0|0|36|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7051|4|0|19|0|Coconut Seed|tiles_page12.rttex|-1715278529|0|-1|14|2|1|0|0|120|2|0|999|200||0|400|||||5|10|5|2|608990719|-505290241|0|3600|0|0||||
7052|20|0|8|0|Coconut Water|tiles_page12.rttex|-1715278529|0|-1|15|2|1|0|0|36|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7053|4|0|19|0|Coconut Water Seed|tiles_page12.rttex|-1715278529|0|-1|15|2|1|0|0|120|2|0|999|200||0|400|||||6|12|6|4|-455306753|-505290241|0|3600|0|0||||
7054|20|0|37|0|Coconut Milk|tiles_page12.rttex|-1715278529|0|220|0|3|1|0|0|36|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7055|4|0|19|0|Coconut Milk Seed|tiles_page12.rttex|-1715278529|0|-1|0|3|1|0|0|120|2|0|999|200||0|400|||||7|14|7|6|-948889089|-505290241|0|3600|0|0||||
7056|20|0|8|0|Coconut Tart|tiles_page12.rttex|-1715278529|0|-1|1|3|1|0|0|36|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7057|4|0|19|0|Coconut Tart Seed|tiles_page12.rttex|-1715278529|0|-1|1|3|1|0|0|120|2|0|999|200||0|400|||||8|0|0|0|-1091698689|1390346239|0|3600|0|0||||
7058|20|0|8|0|Purity Mooncake|tiles_page12.rttex|-1715278529|0|-1|2|3|1|0|0|36|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7059|4|0|19|0|Purity Mooncake Seed|tiles_page12.rttex|-1715278529|0|-1|2|3|1|0|0|120|2|0|999|200||0|400|||||9|2|1|2|-606348289|-1091698689|0|3600|0|0||||
7060|20|0|20|1|Koi Fish Leash|player_handitem6.rttex|967578795|6|-1|2|5|1|0|1|0|0|5|999|200|game/pih_oikiok.rttex|-1988155116|11|||||0|0|0|0|-1|-1|0|0|0|0||||
7061|4|0|19|1|Koi Fish Leash Seed|player_handitem6.rttex|967578795|0|-1|2|5|1|0|0|120|2|5|999|200||0|400|||||10|4|2|4|520222975|350417407|0|100|0|0||||
7062|20|0|8|3|Growmoji Songpyeon|tiles_page12.rttex|-1715278529|0|-1|3|3|1|0|0|30|8|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7063|4|0|19|3|Growmoji Songpyeon Seed|tiles_page12.rttex|-1715278529|0|-1|3|3|1|0|0|120|2|0|999|200||0|400|||||11|6|3|6|-1602871041|-23003137|0|3600|0|0||||
7064|20|5|37|0|Dumb Farmer|gui_rol_1.rttex|1154922490|0|-1|0|0|1|0|0|6|1|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7065|0|0|19|0|Dumb Farmer Seed|gui_rol_1.rttex|1154922490|0|-1|0|0|1|0|0|120|2|0|999|200||0|400|||||12|8|4|0|46635263|1029547263|0|3600|0|0||||
7066|23|0|9|0|Growtorial Entrance|tiles_page11.rttex|-1667048279|0|-1|12|13|1|0|3|30|4|0|1|2||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7067|4|0|19|0|Growtorial Entrance Seed|tiles_page11.rttex|-1667048279|0|-1|12|13|1|0|0|120|2|0|1|200||0|400|||||13|10|5|2|-606348289|500301823|0|31|0|0||||
7068|20|5|37|0|Dumb Surgeon|gui_rol_2.rttex|-204468078|0|-1|0|0|1|0|0|6|1|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7069|0|0|19|0|Dumb Surgeon Seed|gui_rol_2.rttex|-204468078|0|-1|0|0|1|0|0|120|2|0|999|200||0|400|||||14|12|6|4|895079679|319608831|0|3600|0|0||||
7070|20|5|37|0|Dumb Builder|gui_rol_3.rttex|1047236691|0|-1|0|0|1|0|0|6|1|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7071|0|0|19|0|Dumb Builder Seed|gui_rol_3.rttex|1047236691|0|-1|0|0|1|0|0|120|2|0|999|200||0|400|||||15|14|7|6|64733183|-1960050945|0|3600|0|0||||
7072|20|5|37|0|Dumb Fisher|gui_rol_4.rttex|1313618551|0|-1|0|0|1|0|0|6|1|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7073|0|0|19|0|Dumb Fisher Seed|gui_rol_4.rttex|1313618551|0|-1|0|0|1|0|0|120|2|0|999|200||0|400|||||0|0|0|0|1224494079|1908612607|0|3600|0|0||||
7074|20|5|37|0|Dumb Star Captain|gui_rol_5.rttex|-215262278|0|-1|0|0|1|0|0|6|1|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7075|0|0|19|0|Dumb Star Captain Seed|gui_rol_5.rttex|-215262278|0|-1|0|0|1|0|0|120|2|0|999|200||0|400|||||1|2|1|2|1996995839|1347205119|0|3600|0|0||||
7076|20|5|37|0|Dumb Cook|gui_rol_6.rttex|-1656668562|0|-1|0|0|1|0|0|6|1|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7077|0|0|19|0|Dumb Cook Seed|gui_rol_6.rttex|-1656668562|0|-1|0|0|1|0|0|120|2|0|999|200||0|400|||||2|4|2|4|1954924543|1669449983|0|3600|0|0||||
7078|20|5|37|0|Legendary Clash Key & Finale Ticket|gd_page3.rttex|829795353|0|-1|23|11|1|0|0|6|1|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7079|4|4|19|0|Legendary Clash Key & Finale Ticket Seed|gd_page3.rttex|829795353|0|-1|23|11|1|0|0|120|2|0|999|200||0|400|||||3|6|3|6|-1279489|-5299969|0|3600|0|0||||
7080|20|0|20|1|Ezio's Hood|player_hair4.rttex|-23258595|0|-1|1|5|1|0|1|0|0|0|999|200||0|100|||||0|0|0|0|-1|-1|0|0|0|0||||
7081|4|0|19|1|Ezio's Hood Seed|player_hair4.rttex|-23258595|0|-1|1|5|1|0|0|120|2|0|999|200||0|400|||||4|8|4|0|-286331137|589209855|0|3600|0|0||||
7082|20|0|20|0|Ezio's Vest|player_shirt4.rttex|-931115318|0|-1|4|2|1|0|1|0|0|1|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7083|4|0|19|0|Ezio's Vest Seed|player_shirt4.rttex|-931115318|0|-1|4|2|1|0|0|120|2|1|999|200||0|400|||||5|10|5|2|-286331137|589209855|0|3600|0|0||||
7084|20|0|20|1|Ezio's Cape|player_back3.rttex|703147382|4|-1|2|0|1|0|1|0|0|6|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7085|4|0|19|1|Ezio's Cape Seed|player_back3.rttex|703147382|0|-1|2|0|1|0|0|120|2|6|999|200||0|400|||||6|12|6|4|707165439|589209855|0|3600|0|0||||
7086|20|0|20|0|Ezio's Trousers|player_pants3.rttex|2024177092|0|-1|4|0|1|0|1|0|0|2|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7087|4|0|19|0|Ezio's Trousers Seed|player_pants3.rttex|2024177092|0|-1|4|0|1|0|0|120|2|2|999|200||0|400|||||7|14|7|6|254688511|589209855|0|3600|0|0||||
7088|20|0|20|1|Ezio's Armguards|player_handitem6.rttex|967578795|0|-1|5|5|1|0|1|0|0|5|999|200|audio/punch_miss.wav|-1248048150|100|||||0|0|0|0|-1|-1|0|0|0|0||||
7089|4|0|19|1|Ezio's Armguards Seed|player_handitem6.rttex|967578795|0|-1|5|5|1|0|0|120|2|5|999|200||0|400|||||8|0|0|0|-1348045313|356734975|0|3600|0|0||||
7090|20|0|20|1|Ezio's Beard|player_faceitem7.rttex|-1020247987|0|-1|6|2|1|0|1|0|0|4|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7091|4|0|19|1|Ezio's Beard Seed|player_faceitem7.rttex|-1020247987|0|-1|6|2|1|0|0|120|2|4|999|200||0|400|||||9|2|1|2|928805119|1198359295|0|3600|0|0||||
7092|20|0|20|1|Ezio's Hair|player_hair4.rttex|-23258595|0|-1|0|5|1|0|1|0|0|7|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7093|4|0|19|1|Ezio's Hair Seed|player_hair4.rttex|-23258595|0|-1|0|5|1|0|0|120|2|7|999|200||0|400|||||10|4|2|4|928805119|1367910399|0|3600|0|0||||
7094|20|0|20|1|Ezio's Boots|player_feet8.rttex|-1610337582|0|-1|1|2|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7095|4|0|19|1|Ezio's Boots Seed|player_feet8.rttex|-1610337582|0|-1|1|2|1|0|0|120|2|3|999|200||0|400|||||11|6|3|6|339825919|308841983|0|3600|0|0||||
7096|29|34|17|0|Hay Cart|tiles_page12.rttex|-1715278529|0|-1|15|0|1|0|2|48|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7097|4|0|19|0|Hay Cart Seed|tiles_page12.rttex|-1715278529|0|-1|15|0|1|0|0|120|2|0|999|200||0|400|||||12|8|4|0|1418245119|-1832460289|0|3600|0|0||||
7098|20|0|20|1|Apocalypse Scythe|player_handitem6.rttex|967578795|19|-1|6|4|1|0|1|0|0|5|999|200|audio/mlaunch.wav|1842064201|200|||||0|0|0|0|-1|-1|0|0|1|0|||||
7099|4|0|19|1|Apocalypse Scythe Seed|player_handitem6.rttex|967578795|0|-1|6|4|1|0|0|120|2|5|999|200||0|400|||||13|10|5|2|1886417151|-1829751116|0|3600|0|0||||
7100|20|0|20|1|Famine's Steed|player_feet8.rttex|-1610337582|19|-1|2|2|1|0|1|0|0|3|999|200|game/player_feet2_icon.rttex|-1205020651|500|||||0|0|0|0|-1|-1|0|0|0|0||||
7101|4|0|19|1|Famine's Steed Seed|player_feet8.rttex|-1610337582|0|-1|2|2|1|0|0|120|2|3|999|200||0|400|||||14|12|6|4|1886417151|-1829751116|0|3600|0|0||||
7102|20|128|20|1|Conquest's Helm|player_hair4.rttex|-23258595|0|-1|4|5|1|0|1|0|0|0|999|200||0|200|||||0|0|0|0|-1|-1|0|0|3|0|4,5|5,5|6,5|7,5||||
7103|4|0|19|1|Conquest's Helm Seed|player_hair4.rttex|-23258595|0|-1|4|5|1|0|0|120|2|0|999|200||0|400|||||15|14|7|6|1886417151|-1829751116|0|3600|0|0||||
7104|20|0|20|1|Dark Aurora Wings|player_back3.rttex|703147382|4|-1|0|1|1|0|1|0|0|6|999|200|game/ev_aw.rttex|-489155923|200|||||0|0|0|0|-1|-1|0|0|0|0||||
7105|4|0|19|1|Dark Aurora Wings Seed|player_back3.rttex|703147382|0|-1|0|1|1|0|0|120|2|6|999|200||0|400|||||0|0|0|0|1886417151|151606452|0|3600|0|0||||
7106|20|0|20|1|Cat Eyes|player_faceitem7.rttex|-1020247987|0|-1|0|3|1|0|1|0|0|4|999|200||0|300|||||0|0|0|0|-1|-1|0|0|1|0|0,3|1,3|2,3||||
7107|4|0|19|1|Cat Eyes Seed|player_faceitem7.rttex|-1020247987|0|-1|0|3|1|0|0|120|2|4|999|200||0|400|||||1|2|1|2|640034559|420847871|0|3600|0|0||||
7108|4|32|20|1|Knife Head|player_hair4.rttex|-23258595|0|-1|2|6|1|0|1|0|0|7|55|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7109|4|0|19|1|Knife Head Seed|player_hair4.rttex|-23258595|0|-1|2|6|1|0|0|120|2|7|55|200||0|400|||||2|4|2|4|-1785358849|589284351|0|168025|0|0||||
7110|20|0|20|1|Evil Grin|player_faceitem7.rttex|-1020247987|0|-1|7|2|1|0|1|0|0|4|70|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7111|4|0|19|1|Evil Grin Seed|player_faceitem7.rttex|-1020247987|0|-1|7|2|1|0|0|120|2|4|70|200||0|400|||||3|6|3|6|-1397969665|-1|0|345100|0|0||||
7112|20|0|20|1|Vampiress Dress|player_shirt4.rttex|-931115318|0|-1|5|2|1|0|1|0|0|1|90|200|game/amorkasd.rttex|-1731440990|0|||||0|0|0|0|-1|-1|0|0|0|0||||
7113|4|0|19|1|Vampiress Dress Seed|player_shirt4.rttex|-931115318|0|-1|5|2|1|0|0|120|2|1|90|200||0|400|||||4|8|4|0|1431655935|303010047|0|731700|0|0||||
7114|20|0|20|1|Nightmare Vampiress Dress|player_shirt4.rttex|-931115318|0|-1|6|2|1|0|1|0|0|1|90|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7115|4|0|19|1|Nightmare Vampiress Dress Seed|player_shirt4.rttex|-931115318|0|-1|6|2|1|0|0|120|2|1|90|200||0|400|||||5|10|5|2|623191551|-1757832705|0|731700|0|0||||
7116|20|32|17|2|Vapor Vent|tiles_page12.rttex|-1715278529|0|-1|8|3|1|0|0|48|3|0|30|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7117|4|0|19|2|Vapor Vent Seed|tiles_page12.rttex|-1715278529|0|-1|8|3|1|0|0|120|2|0|30|200||0|400|||||6|12|6|4|286331391|1297835775|0|27900|0|0||||
7118|20|0|20|1|Riding Skeletal Shark|player_feet8.rttex|-1610337582|4|-1|4|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7119|4|0|19|1|Riding Skeletal Shark Seed|player_feet8.rttex|-1610337582|0|-1|4|1|1|0|0|120|2|3|999|200||0|400|||||7|14|7|6|-370546177|2038004223|0|3600|0|0||||
7120|20|0|20|1|Angler Mask|player_hair4.rttex|-23258595|4|-1|0|6|1|0|1|0|0|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7121|4|0|19|1|Angler Mask Seed|player_hair4.rttex|-23258595|0|-1|0|6|1|0|0|120|2|0|999|200||0|400|||||8|0|0|0|673860351|315815167|0|3600|0|0||||
7122|20|0|20|1|Demon Plague Doctor Mask|player_faceitem7.rttex|-1020247987|23|-1|3|3|1|0|1|0|0|4|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7123|4|0|19|1|Demon Plague Doctor Mask Seed|player_faceitem7.rttex|-1020247987|0|-1|3|3|1|0|0|120|2|4|999|200||0|400|||||9|2|1|2|1095193599|741092607|0|3600|0|0||||
7124|4|0|20|1|Vampire Hunter Hat|player_hair4.rttex|-23258595|0|-1|3|6|1|0|1|0|0|0|107|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7125|4|0|19|1|Vampire Hunter Hat Seed|player_hair4.rttex|-23258595|0|-1|3|6|1|0|0|120|2|0|107|200||0|400|||||10|4|2|4|589505535|-1734696961|0|1228253|0|0||||
7126|20|0|20|1|Tragicomic Mask|player_faceitem7.rttex|-1020247987|23|-1|4|3|1|0|1|0|0|0|999|200|game/player_faceitem6.rttex|758140801|0|||||0|0|0|0|-1|-1|0|0|0|0||||
7127|4|0|19|1|Tragicomic Mask Seed|player_faceitem7.rttex|-1020247987|0|-1|4|3|1|0|0|120|2|0|999|200||0|400|||||11|6|3|6|-69082625|-1212696577|0|3600|0|0||||
7128|20|0|20|1|Creepy Baby Head Mask|player_faceitem7.rttex|-1020247987|15|-1|6|3|1|0|1|0|0|7|73|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7129|4|0|19|1|Creepy Baby Head Mask Seed|player_faceitem7.rttex|-1020247987|0|-1|6|3|1|0|0|120|2|7|73|200||0|400|||||12|8|4|0|2093150207|-1133379329|0|391207|0|0||||
7130|20|0|8|3|Growmoji Ghost|tiles_page12.rttex|-1715278529|0|-1|15|5|1|0|0|30|8|0|100|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7131|4|0|19|3|Growmoji Ghost Seed|tiles_page12.rttex|-1715278529|0|-1|15|5|1|0|0|120|2|0|100|200||0|400|||||13|10|5|2|-1602871041|-605386497|0|1003000|0|0||||
7132|20|0|20|1|Demon Angler Leash|player_handitem6.rttex|967578795|6|-1|1|5|1|0|1|0|0|5|999|200|game/pih_angfi.rttex|-81396584|11|||||0|0|0|0|-1|-1|0|0|0|0||||
7133|4|0|19|1|Demon Angler Leash Seed|player_handitem6.rttex|967578795|0|-1|1|5|1|0|0|120|2|5|999|200||0|400|||||14|12|6|4|673860351|315815167|0|100|0|0||||
7134|20|0|20|1|Skeletal Shark Leash|player_handitem6.rttex|967578795|6|-1|0|5|1|0|1|0|0|5|999|200|game/pih_haskel.rttex|-248814766|11|||||0|0|0|0|-1|-1|0|0|0|0||||
7135|4|0|19|1|Skeletal Shark Leash Seed|player_handitem6.rttex|967578795|0|-1|0|5|1|0|0|120|2|5|999|200||0|400|||||15|14|7|6|-370546177|2038004223|0|120|0|0||||
7136|20|0|20|1|Ethereal Rainbow Dragon|player_chestitem2.rttex|2092004651|6|-1|1|6|1|0|1|0|0|8|999|200|game/p_rbowdagr.rttex|-1802194564|1|||||0|0|0|0|-1|-1|0|0|0|0||||
7137|4|0|19|1|Ethereal Rainbow Dragon Seed|player_chestitem2.rttex|2092004651|0|-1|1|6|1|0|0|120|2|8|999|200||0|400|||||0|0|0|0|-1716583937|21612031|0|3600|0|0||||
7138|20|0|20|1|Heroic Tights of Prevention|player_pants.rttex|2146324125|25|-1|3|6|1|0|1|0|0|2|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7139|4|0|19|1|Heroic Tights of Prevention Seed|player_pants.rttex|2146324125|0|-1|3|6|1|0|0|120|2|2|999|200||0|400|||||1|2|1|2|-1716583937|21612031|0|3600|0|0||||
7140|20|0|8|0|Wriggling Tentacle|tiles_page12.rttex|-1715278529|0|-1|8|6|1|0|0|18|4|0|999|200|game/p_rbowdagr.rttex|-1802194564|1|||||0|0|0|0|-1|-1|0|0|0|0||||
7141|4|0|19|0|Wriggling Tentacle Seed|tiles_page12.rttex|-1715278529|0|-1|8|6|1|0|0|120|2|0|999|200||0|400|||||2|4|2|4|-1863203585|879433471|0|3600|0|0||||
7142|20|0|20|1|Tamed Looming Triffid|player_handitem6.rttex|967578795|7|-1|4|6|1|0|1|0|0|5|999|200|game/p_tirfd.rttex|2071831132|0|||||0|0|0|0|-1|-1|0|0|0|0||||
7143|4|0|19|1|Tamed Looming Triffid Seed|player_handitem6.rttex|967578795|0|-1|4|6|1|0|0|120|2|5|999|200||0|400|||||3|6|3|6|1966629375|879433471|0|3600|0|0||||
7144|20|32|20|0|Magic Carpet|player_feet8.rttex|-1610337582|31|-1|0|3|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7145|4|0|19|0|Magic Carpet Seed|player_feet8.rttex|-1610337582|0|-1|0|3|1|0|0|120|2|3|999|200||0|400|||||4|8|4|0|526780927|131727359|0|3600|0|0||||
7146|20|0|20|0|Mountain Dire Wolf|player_feet8.rttex|-1610337582|0|-1|5|2|1|0|1|0|0|3|999|200|audio/slash.wav|-613766623|200|||||0|0|0|0|-1|-1|0|0|0|0||||
7147|4|0|19|0|Mountain Dire Wolf Seed|player_feet8.rttex|-1610337582|0|-1|5|2|1|0|0|120|2|3|999|200||0|400|||||5|10|5|2|1481392127|1819902975|0|3600|0|0||||
7148|20|0|20|1|Super Logo - Fist|player_chestitem2.rttex|2092004651|21|-1|0|6|1|0|1|0|0|8|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7149|4|0|19|1|Super Logo - Fist Seed|player_chestitem2.rttex|2092004651|0|-1|0|6|1|0|0|120|2|8|999|200||0|400|||||6|12|6|4|-926365441|673720575|0|3600|0|0||||
7150|20|0|20|1|Stone Gargoyle Wings|player_back3.rttex|703147382|4|-1|1|1|1|0|1|0|0|6|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
7151|4|0|19|1|Stone Gargoyle Wings Seed|player_back3.rttex|703147382|0|-1|1|1|1|0|0|120|2|6|999|200||0|400|||||7|14|7|6|1145250559|1616922879|0|3600|0|0||||
